"Timestamp","ist Ihnen Umweltschutz wichtig?","wenn Sie diese Möglichkeit gewählt haben:","Haben Sie Ergänzungen oder andere Vorschläge?","wenn Sie diese Möglichkeit gewählt haben:","Haben Sie Ergänzungen oder andere Vorschläge?","wenn Sie diese Möglichkeit gewählt haben:","Spielt das max. Paketgewicht von 2 KG für Sie eine Rolle?","Haben Sie Ergänzungen oder andere Vorschläge?","wenn Sie diese Möglichkeit gewählt haben:","Haben Sie Ergänzungen oder andere Vorschläge?","wenn Sie diese Möglichkeit gewählt haben:","Wenn Sie bereit sind zu warten, wie lange würden Sie warten?","Haben Sie Ergänzungen oder andere Vorschläge?","Bitte ordnen Sie die Optionen entsprechend Ihrer Präferenz. von 1 als erste Wahl und 5 als letzte Wahl. [Der Einsatz nur eines Zustellers ]","Bitte ordnen Sie die Optionen entsprechend Ihrer Präferenz. von 1 als erste Wahl und 5 als letzte Wahl. [Der Einsatz von autonomen (fahrerlosen) Robotern]","Bitte ordnen Sie die Optionen entsprechend Ihrer Präferenz. von 1 als erste Wahl und 5 als letzte Wahl. [Der Einsatz von Drohnen]","Bitte ordnen Sie die Optionen entsprechend Ihrer Präferenz. von 1 als erste Wahl und 5 als letzte Wahl. [Der Einsatz von Packstationen]","Bitte ordnen Sie die Optionen entsprechend Ihrer Präferenz. von 1 als erste Wahl und 5 als letzte Wahl. [Längere Wartezeiten in Kauf nehmen ]","Und warum war es Ihr Favorit?","Was halten Sie von der Möglichkeit, sich anzeigen zu lassen,wieviel CO2 Sie persönlich durch eine Aktion eingespart haben.","Geschlecht","Alter","Berufstätigkeit ","Haushaltsgröße","Wie sind die ersten beiden Ziffern ihrer PLZ:","Wohnsituation","Social Media:                                                                           Ich nutze folgende Dienste:"
"2021/06/03 8:28:44 pm EET","nicht immer","0,51 - 1,00 Euro","","","","","ja, deshalb müssen auch schwere Pakete befördert werden können.","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","","","","1","2","2","3","4","Weniger warten auf Pakete ","brauche ich nicht","weiblich","26-35","Teilzeit","3-4","48","ländlich","Facebook;Instagram"
"2021/06/03 8:30:25 pm EET","ja","1,51 - 2,00 Euro;mehr als 2,00 Euro","","um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um Bildungsangebote für präker Beschäftigte zu unterstützen","ja, deshalb müssen auch schwere Pakete befördert werden können.","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu drei Tagen","","3","1","2","5","4","","gut","weiblich","26-35","Vollzeit","1-2","44","städtisch","Facebook;Instagram;andere Social Media"
"2021/06/03 8:30:31 pm EET","ja","1,01 - 1,50 Euro","3","um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für präker Beschäftigte zu unterstützen","nein, ich berücksichtige das Gewicht bei der Bestellung","","ja, wenn das Paket zu schwer ist","","ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten","bis zu einer Woche","","1","2","3","1","","","gut","weiblich","46-55","Vollzeit","1-2","44","städtisch","keine Social Media Nutzung"
"2021/06/03 8:31:19 pm EET","ja","","","","","","","","","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu drei Tagen","","2","4","5","3","1","Am praktischsten","ganz nett","weiblich","36-45","Teilzeit","1-2","47","städtisch","Instagram"
"2021/06/03 8:34:11 pm EET","ja","1,01 - 1,50 Euro","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","Die Infrastruktur, sowie nützliche Fortbewegungsmittel ausbauen… darunter fallen Ökonomische Fahrzeuge (Wasserstoff, sowie Elektro (sofern aus vernünftigen Quellen (Gezeitenkraftwerke)) ","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","nein, weil meine Pakete nie so viel wiegen","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","Wenn ich auf dem Weg nach Hause, an dieser Station vorbeifahren würde","ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten","bis zu drei Tagen","Sinnvoll das Geld verwenden ","3","1","1","1","2","","gut","männlich","17-25","Teilzeit","3-4","45","städtisch","Twitter;Instagram"
"2021/06/03 8:35:24 pm EET","ja","1,01 - 1,50 Euro","Kostenlosen Versand/ Rückversand nicht kostenfrei anbieten","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","nein, ich berücksichtige das Gewicht bei der Bestellung","","nein, ich werde beim Abholen auf den PKW verzichten","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","länger als eine Woche","","4","1","1","3","4","","außerordentlich gut","weiblich","56-65","Teilzeit","1-2","45","städtisch","Facebook;Instagram"
"2021/06/03 8:38:00 pm EET","ja","0,10 - 0,50 Euro","","","","","","","","","","","","1","3","3","3","2","Halte es für eine effektive Lösung auch in Bezug mit Arbeitsplätzen die nicht wegrationalisiert werden. ","brauche ich nicht","weiblich","46-55","Vollzeit","1-2","59","städtisch","Instagram;andere Social Media"
"2021/06/03 8:39:23 pm EET","ja","keine weitere Gebühr","Sind E-Fahrzeuge wirklich emmissionsärmer? Batterienherstellung ==> Wasserverbrauch, seltene Erden, Entsorgungsprobleme und: Sicher höhere Kosten des Stromes, sobald viele Fahrzeuge im Einsatz sind, quasi als Gewinnersatz für entfallende den Benzin- / Diesel- / Erdölgewinne, Umweltbeeinträchtigungen durch Windräder, etc. Alle an- und entfallenden Kosten sund wohl kaum gegeneinander aufzurechnen.","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","","ja, aber diese Zustellungsart steckt noch in den Anfängen","Wie soll das in der Praxis aussehen, wenn jedes einzelne Paket durch Drohnen, welche auch Emmissionen verursachen (Fluggeräusche, etc.) durch die Gegend geflogen werden. Bis zur Haustür bei einem Mehrfamilien-(hoch-)haus?","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu einer Woche","","1","4","4","2","1","Erhaltung des Arbeitsplatzes plus Emmissionsreduzierung.","brauche ich nicht","männlich","56-65","Vollzeit","1-2","44809","städtisch","keine Social Media Nutzung"
"2021/06/03 8:39:29 pm EET","ja","1,51 - 2,00 Euro","","","","","","","nein, ich werde beim Abholen auf den PKW verzichten","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu drei Tagen","","","","","2","1","für mich mit wenig Aufwand...etwas beizutragen. ","gut","weiblich","46-55","Vollzeit","1-2","45","städtisch","Instagram"
"2021/06/03 8:40:17 pm EET","ja","keine weitere Gebühr","","","","","nein, weil meine Pakete nie so viel wiegen","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","","","","4","4","4","4","4","","brauche ich nicht","männlich","26-35","Vollzeit","4+","","ländlich","Facebook;Twitter;Instagram;Linkedin;andere Social Media"
"2021/06/03 8:41:10 pm EET","nicht immer","","Diese Lösung finde ich sehr bedenklich im Bezug, auf die freie Marktwirtschaft und die freie Wahl des Kunden einen Dienstleister zu wählen.","","Sehr bedenklich, da die Technik noch lang nicht ausgereift ist. Hier muss auch die Umweltbelastung bei der Herstellung der Roboter bzw. der Akkus berücksichtigt werden.","um Bildungsangebote für präker Beschäftigte zu unterstützen","ja, deshalb müssen auch schwere Pakete befördert werden können.","Siehe auch Antwort Roboter, zusätzlich sehe ich die Gefährdung von Personen bei Drohnen doch deutlich erhöht.","ja, wenn ich unter Zeitdruck bin","Eine sehr sinnvolle Art der Paketzustellung, jeder kann wenn er gerade in der Nähe der Station ist seine Pakete abholen(keine zusätzlichen Wege) . Zudem können mehrfache Zustellversuch verhindert werden, da die Leute selbst für die Abholung verantwortlich sind.","","bis zu drei Tagen","Für die logischste und am schnellsten umsetzbare Lösung. Pakete sammeln und zb wöchentlich die Privathaushalte anfahren und dann auch zu Uhrzeiten, an denen die Leute zuhause anwesend sind.","3","5","4","2","1","","ganz nett","männlich","26-35","Vollzeit","1-2","44","städtisch","Facebook;Instagram"
"2021/06/03 8:41:49 pm EET","nein","","","","","um die Preise für die Paketauslieferung zu senken","ja, deshalb müssen auch schwere Pakete befördert werden können.","","","","","","","","","","","","","","","","","","","",""
"2021/06/03 8:42:34 pm EET","nicht immer","","","","","","","","","","","","","","","","","","","","weiblich","66+","Vollzeit","1-2","39","städtisch","Facebook;Instagram"
"2021/06/03 8:42:57 pm EET","außerordentlich","0,51 - 1,00 Euro","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","ja, aber diese Zustellungsart steckt noch in den Anfängen","","ja, wenn das Paket zu schwer ist","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu drei Tagen","","1","4","3","5","2","Weil es ohnehin sinnvoll finde, wenn es nur einen Zusteller bräuchte. Dass ich dafür eine weitere Firma brauche, ist mir allerdings schleierhaft.  Einfach alles auf ein Unternehmen reduzieren ","ganz nett","männlich","26-35","Vollzeit","3-4","74","ländlich","Twitter"
"2021/06/03 8:43:47 pm EET","ja","","","","","","","","ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","","","","2","3","","1","4","Man ist nicht vol anderen abhängig ","brauche ich nicht","männlich","36-45","Vollzeit","1-2","44","städtisch","keine Social Media Nutzung"
"2021/06/03 8:43:47 pm EET","ja","","","","","","","","ja, wenn das Paket zu schwer ist","","","","","2","3","5","1","4","","brauche ich nicht","weiblich","46-55","Vollzeit","3-4","40","städtisch","Facebook;Instagram;Linkedin"
"2021/06/03 8:44:07 pm EET","nicht immer","keine weitere Gebühr","","um die Preise für die Paketauslieferung zu senken","","um die Preise für die Paketauslieferung zu senken","nein, weil meine Pakete nie so viel wiegen","","ja, wenn das Paket zu schwer ist","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu zwei Tagen","","2","3","4","1","5","Nutze bereits Packstation","gut","männlich","26-35","Vollzeit","1-2","45","städtisch","Instagram"
"2021/06/03 8:44:13 pm EET","ja","1,51 - 2,00 Euro","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","um die Preise für die Paketauslieferung zu senken","nein, ich berücksichtige das Gewicht bei der Bestellung","","ja, wenn das Paket zu schwer ist","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu drei Tagen","","1","2","2","2","3","Ist die einfachste Variante ","brauche ich nicht","weiblich","46-55","Vollzeit","1-2","45145","städtisch","Instagram;andere Social Media"
"2021/06/03 8:44:30 pm EET","ja","0,10 - 0,50 Euro","","um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","ja, aber diese Zustellungsart steckt noch in den Anfängen","","nein, ich werde beim Abholen auf den PKW verzichten","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu zwei Tagen","","1","2","2","2","2","Persönlicher Kontakt","gut","männlich","56-65","Vollzeit","1-2","40","städtisch","Facebook;Linkedin"
"2021/06/03 8:44:38 pm EET","ja","0,51 - 1,00 Euro","","","","","","","","","","","","1","5","4","2","3","Sehr praktisch insbesondere für Berufstätige ","ganz nett","weiblich","56-65","Vollzeit","3-4","45","städtisch","keine Social Media Nutzung"
"2021/06/03 8:45:01 pm EET","ja","0,10 - 0,50 Euro","","","","um die Preise für die Paketauslieferung zu senken","nein, weil meine Pakete nie so viel wiegen","","ja, wenn das Paket zu schwer ist","","ich erwarte einen Preisnachlass für die verspäteten Lieferungen","max. einen Tag","","1","5","3","2","4","","brauche ich nicht","männlich","46-55","Vollzeit","1-2","44","städtisch","keine Social Media Nutzung"
"2021/06/03 8:45:07 pm EET","nicht immer","keine weitere Gebühr","","um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um Bildungsangebote für präker Beschäftigte zu unterstützen","nein, weil meine Pakete nie so viel wiegen","","ja, bei schlechtem Wetter","","ich erwarte einen Preisnachlass für die verspäteten Lieferungen","bis zu zwei Tagen","","1","5","5","3","5","","brauche ich nicht","männlich","66+","Vollzeit","1-2","59","städtisch","Facebook;Instagram"
"2021/06/03 8:45:31 pm EET","ja","0,51 - 1,00 Euro","","","","","","","","","","","","1","5","4","3","2","Möglichst wenig Umstellung","außerordentlich gut","weiblich","36-45","Teilzeit","3-4","45","städtisch","Facebook"
"2021/06/03 8:45:34 pm EET","ja","1,01 - 1,50 Euro;1,51 - 2,00 Euro;mehr als 2,00 Euro","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","nein, weil meine Pakete nie so viel wiegen","","ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten","bis zu zwei Tagen;bis zu drei Tagen","","1","3","3","2","2","","außerordentlich gut","weiblich","26-35","Vollzeit","1-2","40","städtisch","Facebook;Twitter;Instagram;Linkedin"
"2021/06/03 8:46:43 pm EET","ja","","Die Vorteile kann ich nicht sehen, da bei uns am Land die Entfernungen für Elektrofahrzeuge zu groß sind und tagsüber sowieso niemand zu Hause ist.","","Bei uns gibt es keine Bürgersteig, die solch ein Roboter nutzen könnte und auf der Landstraße wäre mir das Unfallrisiko durch einen Roboter zu hoch.","","ja, deshalb müssen auch schwere Pakete befördert werden können.","Mangelnde Reichweite, die Drohne müsste 30 kg Pakete ja mindestens 80 km transportieren können und das noch für nur einen Kunden. ","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","Ich muss die Pakete immer mit dem Kfz (Verbrenner) abholen, da die nächste erreichbare Pakstation 8 km Entfert ist.","","","Völlig unbrauchbar","2","5","4","1","3","Ist am Land die einzige halbwegs praktikable Lösung. ","ganz nett","männlich","46-55","Vollzeit","4+","96","ländlich","Facebook"
"2021/06/03 8:47:32 pm EET","außerordentlich","0,51 - 1,00 Euro","","um die Preise für die Paketauslieferung zu senken","","um die Preise für die Paketauslieferung zu senken","nein, weil meine Pakete nie so viel wiegen","","ja, wenn das Paket zu schwer ist","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu zwei Tagen","","2","1","","2","","","gut","weiblich","66+","Teilzeit","1-2","44","städtisch","andere Social Media"
"2021/06/03 8:47:52 pm EET","ja","1,51 - 2,00 Euro","","","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","ja, deshalb müssen auch schwere Pakete befördert werden können.","","","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","länger als eine Woche","","1","5","1","3","1","","brauche ich nicht","weiblich","56-65","Vollzeit","3-4","45","städtisch","Twitter;andere Social Media"
"2021/06/03 8:48:03 pm EET","ja","1,01 - 1,50 Euro","","um Bildungsangebote für prekär Beschäftigte zu unterstützen","","","ja, aber diese Zustellungsart steckt noch in den Anfängen","","","Der Nachteil bei Fahrzeugen mit Verbrennungsmotor kommt nur zum tragen, wenn die Fahrt ausschließlich wegen des Paketes unternommen wird. Wird die Fahrt mit einem Einkauf in einem in der Nähe liegenden Einkaufszentrums oder Supermarkt verbunden entfällt das.","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu drei Tagen","Manchmal muss es schnell gehen. Die Sammellieferung sollte Standard sein und die ""Normallieferung"" optional wählbar.","3","5","4","2","1","Schnell und mit bestehender Infrastruktur umsetzbar.","gut","männlich","36-45","Vollzeit","1-2","89","städtisch","keine Social Media Nutzung"
"2021/06/03 8:48:33 pm EET","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021/06/03 8:50:36 pm EET","ja","0,10 - 0,50 Euro","Die Bezahlung der Auslieferungsfahrer sollte damit aber auch erhöht werden.","um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um Bildungsangebote für präker Beschäftigte zu unterstützen","ja, aber diese Zustellungsart steckt noch in den Anfängen","","nein, ich werde beim Abholen auf den PKW verzichten","","ich erwarte einen Preisnachlass für die verspäteten Lieferungen","bis zu zwei Tagen","","2","2","3","1","2","Flexibel ","brauche ich nicht","männlich","36-45","Vollzeit","3-4","45","städtisch","Instagram"
"2021/06/03 8:51:24 pm EET","ja","1,01 - 1,50 Euro","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","ja, aber diese Zustellungsart steckt noch in den Anfängen","","ja, wenn das Paket zu schwer ist","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu einer Woche","","3","3","4","1","2","Ist am leichtesten umzusetzen und spart viele kleine Wege. ","brauche ich nicht","weiblich","56-65","","1-2","44","städtisch","Instagram"
"2021/06/03 8:51:30 pm EET","nicht immer","0,51 - 1,00 Euro","","um die Preise für die Paketauslieferung zu senken","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","ja, deshalb müssen auch schwere Pakete befördert werden können.","","nein, ich werde beim Abholen auf den PKW verzichten","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu einer Woche","","1","4","3","2","3","","außerordentlich gut","weiblich","36-45","Teilzeit","1-2","47","städtisch","Facebook;Instagram"
"2021/06/03 8:51:43 pm EET","ja","keine weitere Gebühr","","um die Preise für die Paketauslieferung zu senken;um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um die Preise für die Paketauslieferung zu senken;um Bildungsangebote für präker Beschäftigte zu unterstützen","nein, weil meine Pakete nie so viel wiegen;nein, ich berücksichtige das Gewicht bei der Bestellung","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu zwei Tagen","","1","4","5","2","3","Zufrieden","ganz nett","weiblich","46-55","Vollzeit","1-2","40470","städtisch","Facebook;Instagram"
"2021/06/03 8:53:07 pm EET","ja","0,10 - 0,50 Euro","","","Benötigt standardisierte Übergabepunkte","","","Benötigt standardisierte Übergabepunkte und erscheint ökologisch fragwürdig ","","Deckt nur einen Teil des Marktes ab, schwierig im ländlichen Bereich und für Ältete","","","Nicht akzeptabel für Kunden und Wettbewerb","1","4","5","2","3","Ökologisch, machbar und praktikabel","außerordentlich gut","männlich","56-65","Vollzeit","1-2","42","ländlich","Facebook;Linkedin"
"2021/06/03 8:55:50 pm EET","außerordentlich","keine weitere Gebühr","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","um Bildungsangebote für präker Beschäftigte zu unterstützen","ja, aber diese Zustellungsart steckt noch in den Anfängen","","ja, wenn ich unter Zeitdruck bin","Bargeld !!! Vor Ort bezahlen ","ich erwarte einen Preisnachlass für die verspäteten Lieferungen","bis zu drei Tagen","","4","4","5","1","3","","brauche ich nicht","weiblich","26-35","Vollzeit","1-2","88","ländlich","Facebook;Twitter;Instagram;Linkedin"
